index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
3065,FRA,DXB,14:10:00,6,08:25:00,22:35:00,6,LH630,LH,Lufthansa,85486,167317,315436
3066,FRA,DXB,11:00:00,6,08:20:00,19:20:00,6,EK44,EK,Emirates,103535,288805,246844
3067,FRA,DXB,22:20:00,6,08:20:00,06:40:00,0,EK48,EK,Emirates,103535,343865,247619
3068,FRA,DXB,22:20:00,4,08:20:00,06:40:00,5,EK48,EK,Emirates,105775,305857,600711
3069,FRA,DXB,11:00:00,4,08:20:00,19:20:00,4,EK44,EK,Emirates,105775,266471,276723
3070,FRA,LAX,12:20:00,1,03:35:00,15:55:00,1,DE2080,DE,Condor,88044,245581,440198
3071,FRA,LAX,10:30:00,1,02:35:00,13:05:00,1,LH456,LH,Lufthansa,143224,200437,528006
3072,FRA,LAX,13:40:00,2,03:10:00,16:50:00,2,LH450,LH,Lufthansa,145001,492470,447655
3073,FRA,LAX,10:30:00,3,02:35:00,13:05:00,3,LH456,LH,Lufthansa,146668,200402,447655
3074,FRA,LAX,13:40:00,3,03:10:00,16:50:00,3,LH450,LH,Lufthansa,146668,200402,780965
3075,FRA,LAX,10:30:00,3,02:35:00,13:05:00,3,UA8845,UA,United Airlines,152264,200437,446619
3076,FRA,LAX,13:40:00,2,03:10:00,16:50:00,2,UA8899,UA,United Airlines,168976,200437,448468
3077,FRA,LAX,10:30:00,4,02:35:00,13:05:00,4,LH456,LH,Lufthansa,187117,623910,447655
3078,FRA,LAX,13:40:00,4,03:10:00,16:50:00,4,LH450,LH,Lufthansa,187117,200437,447655
3079,FRA,LAX,10:30:00,1,02:35:00,13:05:00,1,UA8845,UA,United Airlines,187818,200437,446619
3080,FRA,LAX,10:30:00,0,02:35:00,13:05:00,0,LH456,LH,Lufthansa,189989,528171,783959
3081,FRA,LAX,10:30:00,5,02:35:00,13:05:00,5,LH456,LH,Lufthansa,189989,559521,446014
3082,FRA,ORD,10:45:00,4,02:15:00,13:00:00,4,LH430,LH,Lufthansa,99932,182023,408279
3083,FRA,ORD,17:20:00,3,02:40:00,20:00:00,3,LH432,LH,Lufthansa,104940,194392,408279
3084,FRA,ORD,12:45:00,3,02:20:00,15:05:00,3,UA906,UA,United Airlines,111892,380475,406057
3085,FRA,ORD,08:35:00,4,02:05:00,10:40:00,4,UA945,UA,United Airlines,112346,328717,345796
3086,FRA,ORD,17:20:00,5,02:40:00,20:00:00,5,LH432,LH,Lufthansa,115064,194392,378085
3087,FRA,ORD,08:35:00,6,02:05:00,10:40:00,6,UA945,UA,United Airlines,130530,189028,738805
3088,FRA,ORD,08:35:00,5,02:05:00,10:40:00,5,UA945,UA,United Airlines,130773,194310,432487
3089,FRA,ORD,10:45:00,5,02:15:00,13:00:00,5,LH430,LH,Lufthansa,131497,194392,378085
3090,FRA,ORD,17:20:00,6,02:40:00,20:00:00,6,LH432,LH,Lufthansa,132038,182023,585853
3091,FRA,ORD,10:45:00,6,02:15:00,13:00:00,6,LH430,LH,Lufthansa,150287,381463,378085
3092,FRA,LHR,14:35:00,1,00:50:00,15:25:00,1,BA905,BA,British Airways,21244,71237,34393
3093,FRA,LHR,10:45:00,0,00:55:00,11:40:00,0,BA903,BA,British Airways,21705,68487,43028
3094,FRA,LHR,20:00:00,2,00:40:00,20:40:00,2,LH920,LH,Lufthansa,22429,73356,33098
3095,FRA,LHR,21:30:00,1,00:40:00,22:10:00,1,LH922,LH,Lufthansa,22429,71437,33098
3096,FRA,LHR,21:30:00,2,00:40:00,22:10:00,2,LH922,LH,Lufthansa,22429,63399,33098
3097,FRA,LHR,15:05:00,0,00:50:00,15:55:00,0,BA905,BA,British Airways,27262,88428,41905
3098,FRA,LHR,20:00:00,0,00:40:00,20:40:00,0,LH920,LH,Lufthansa,28539,75441,33098
3099,FRA,LHR,21:30:00,3,00:40:00,22:10:00,3,LH922,LH,Lufthansa,28539,95409,33098
3100,FRA,LHR,21:30:00,0,00:40:00,22:10:00,0,LH922,LH,Lufthansa,28539,85592,33098
3101,FRA,LHR,07:00:00,3,00:40:00,07:40:00,3,LH924,LH,Lufthansa,28539,85870,33098
3102,FRA,LHR,07:00:00,6,00:40:00,07:40:00,6,LH924,LH,Lufthansa,32642,110021,149012
3103,FRA,LHR,15:00:00,1,00:40:00,15:40:00,1,LH910,LH,Lufthansa,33007,95314,134869
3104,FRA,LHR,20:40:00,2,00:40:00,21:20:00,2,BA915,BA,British Airways,34010,102824,46482
3105,FRA,LHR,07:05:00,1,00:50:00,07:55:00,1,BA901,BA,British Airways,34010,105463,46482
3106,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,LH716,LH,Lufthansa,171323,234975,510413
3107,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,LH4948,LH,Lufthansa,173648,542049,847724
3108,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,LH716,LH,Lufthansa,238532,234975,510413
3109,FRA,HND,13:55:00,5,19:50:00,09:45:00,6,LH716,LH,Lufthansa,238532,234975,353455
3110,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,LH4948,LH,Lufthansa,239614,703336,1243326
3111,FRA,HND,12:10:00,4,20:00:00,08:10:00,5,LH4948,LH,Lufthansa,239614,599314,563753
3112,FRA,HND,20:45:00,4,20:00:00,16:45:00,5,LH4912,LH,Lufthansa,239614,771423,1036583
3113,FRA,HND,12:10:00,5,20:00:00,08:10:00,6,LH4948,LH,Lufthansa,239614,801346,1420652
3114,FRA,HND,20:45:00,1,20:00:00,16:45:00,2,LH4912,LH,Lufthansa,239614,693536,1272311
3115,FRA,HND,20:45:00,5,20:00:00,16:45:00,6,LH4912,LH,Lufthansa,239614,647584,1196820
3116,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,NH5854,NH,All Nippon Airways,241927,178494,391737
3117,FRA,HND,13:55:00,5,19:50:00,09:45:00,6,NH5854,NH,All Nippon Airways,241927,238136,1221887
3118,FRA,HND,12:10:00,4,20:00:00,08:10:00,5,NH204,NH,All Nippon Airways,241927,643043,1392487
3119,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,NH204,NH,All Nippon Airways,241927,651872,1394614
3120,FRA,HND,19:30:00,3,20:00:00,15:30:00,4,NH224,NH,All Nippon Airways,241927,738919,515930
3121,FRA,HND,20:45:00,1,20:00:00,16:45:00,2,NH224,NH,All Nippon Airways,241927,725152,510593
3122,FRA,HND,20:45:00,5,20:00:00,16:45:00,6,NH224,NH,All Nippon Airways,241927,238161,558736
3123,FRA,HND,12:10:00,5,20:00:00,08:10:00,6,NH204,NH,All Nippon Airways,241927,697725,510593
3124,FRA,HND,20:45:00,4,20:00:00,16:45:00,5,NH224,NH,All Nippon Airways,241927,746336,1244592
3125,FRA,CDG,19:55:00,3,01:25:00,21:20:00,3,AF1819,AF,Air France,19831,61146,41479
3126,FRA,CDG,07:05:00,3,01:30:00,08:35:00,3,AF1019,AF,Air France,19831,68919,47605
3127,FRA,CDG,09:40:00,3,01:30:00,11:10:00,3,AF1519,AF,Air France,20762,60014,47605
3128,FRA,CDG,07:15:00,6,01:15:00,08:30:00,6,LH1026,LH,Lufthansa,24833,70813,119424
3129,FRA,CDG,19:55:00,4,01:25:00,21:20:00,4,AF1819,AF,Air France,25309,73128,41479
3130,FRA,CDG,19:40:00,5,01:25:00,21:05:00,5,AF1819,AF,Air France,25309,81143,41479
3131,FRA,CDG,19:55:00,3,01:25:00,21:20:00,3,AF1819,AF,Air France,25309,71473,41479
3132,FRA,CDG,09:40:00,4,01:30:00,11:10:00,4,AF1519,AF,Air France,27042,88750,41393
3133,FRA,CDG,19:55:00,2,01:25:00,21:20:00,2,AF1819,AF,Air France,30042,75162,41479
3134,FRA,CDG,09:40:00,5,01:30:00,11:10:00,5,AF1519,AF,Air France,30625,101259,41479
3135,FRA,CDG,09:25:00,2,01:15:00,10:40:00,2,LH1030,LH,Lufthansa,30726,100420,159700
3136,FRA,CDG,21:40:00,4,01:15:00,22:55:00,4,LH1052,LH,Lufthansa,30726,95733,52445
3137,FRA,CDG,09:25:00,4,01:15:00,10:40:00,4,LH1030,LH,Lufthansa,30726,84169,162393
3138,FRA,CDG,07:15:00,2,01:15:00,08:30:00,2,LH1026,LH,Lufthansa,30726,105185,182636
3139,FRA,CDG,07:15:00,5,01:15:00,08:30:00,5,LH1026,LH,Lufthansa,30726,84009,147910
3140,FRA,CDG,08:30:00,4,01:15:00,09:45:00,4,LH1028,LH,Lufthansa,30726,81043,140840
3141,FRA,CDG,21:40:00,2,01:15:00,22:55:00,2,LH1052,LH,Lufthansa,30726,98685,179933
3142,FRA,CDG,08:30:00,2,01:15:00,09:45:00,2,LH1028,LH,Lufthansa,30726,88109,52445
3143,FRA,CDG,12:25:00,4,01:15:00,13:40:00,4,LH1034,LH,Lufthansa,30726,94915,126196
3144,FRA,CDG,12:25:00,2,01:15:00,13:40:00,2,LH1034,LH,Lufthansa,30726,79309,141811
3145,FRA,CDG,07:15:00,4,01:15:00,08:30:00,4,LH1026,LH,Lufthansa,30726,99589,52445
3146,FRA,CDG,12:05:00,2,01:30:00,13:35:00,2,AF1619,AF,Air France,31476,80755,51841
3147,FRA,CDG,21:40:00,3,01:15:00,22:55:00,3,LH1052,LH,Lufthansa,32107,85103,165396
3148,FRA,AMS,11:45:00,0,01:15:00,13:00:00,0,KL1766,KL,KLM,23175,72983,55899
3149,FRA,AMS,18:30:00,0,01:15:00,19:45:00,0,KL1772,KL,KLM,23175,79594,55899
3150,FRA,AMS,14:15:00,0,01:20:00,15:35:00,0,KL1768,KL,KLM,23175,69596,55899
3151,FRA,AMS,10:15:00,1,01:20:00,11:35:00,1,KL1764,KL,KLM,23175,73755,55899
3152,FRA,AMS,10:15:00,0,01:20:00,11:35:00,0,KL1764,KL,KLM,23175,69789,55899
3153,FRA,AMS,14:15:00,1,01:20:00,15:35:00,1,KL1768,KL,KLM,23175,76154,55899
3154,FRA,AMS,16:20:00,6,01:15:00,17:35:00,6,LH996,LH,Lufthansa,31329,101911,59655
3155,FRA,AMS,08:05:00,6,01:15:00,09:20:00,6,LH986,LH,Lufthansa,31329,100412,63960
3156,FRA,AMS,09:10:00,5,01:15:00,10:25:00,5,LH988,LH,Lufthansa,31329,85076,63960
3157,FRA,AMS,08:05:00,5,01:15:00,09:20:00,5,LH986,LH,Lufthansa,31329,102218,59655
3158,FRA,AMS,17:20:00,6,01:15:00,18:35:00,6,LH998,LH,Lufthansa,31329,80106,59655
3159,FRA,AMS,08:05:00,4,01:15:00,09:20:00,4,LH986,LH,Lufthansa,31329,97297,59655
3160,FRA,AMS,21:00:00,6,01:15:00,22:15:00,6,LH1002,LH,Lufthansa,31329,104163,135687
3161,FRA,AMS,17:20:00,5,01:15:00,18:35:00,5,LH998,LH,Lufthansa,31329,96088,63960
3162,FRA,AMS,16:20:00,5,01:15:00,17:35:00,5,LH996,LH,Lufthansa,31329,108274,59655
3163,FRA,AMS,21:00:00,5,01:15:00,22:15:00,5,LH1002,LH,Lufthansa,31415,101166,59655
3164,FRA,AMS,16:20:00,4,01:15:00,17:35:00,4,LH996,LH,Lufthansa,31415,91786,59655
3165,FRA,AMS,09:10:00,6,01:15:00,10:25:00,6,LH988,LH,Lufthansa,31415,104487,59655
3166,FRA,AMS,21:00:00,4,01:15:00,22:15:00,4,LH1002,LH,Lufthansa,33641,115640,59655
3167,FRA,AMS,07:00:00,0,01:10:00,08:10:00,0,KL1762,KL,KLM,34126,109001,65225
3168,FRA,AMS,17:20:00,4,01:15:00,18:35:00,4,LH998,LH,Lufthansa,34289,94157,59655
3169,FRA,AMS,08:05:00,4,01:15:00,09:20:00,4,LH986,LH,Lufthansa,34289,113795,59655
3170,FRA,AMS,09:10:00,6,01:15:00,10:25:00,6,LH988,LH,Lufthansa,34289,110385,59655
3171,FRA,AMS,12:40:00,4,01:15:00,13:55:00,4,LH992,LH,Lufthansa,34289,119942,59655
3172,FRA,DFW,10:10:00,6,04:05:00,14:15:00,6,LH438,LH,Lufthansa,166141,200437,441610
3173,FRA,DFW,10:10:00,4,04:05:00,14:15:00,4,LH438,LH,Lufthansa,184105,559570,571514
3174,FRA,DFW,10:10:00,6,04:05:00,14:15:00,6,LH438,LH,Lufthansa,184105,200437,441610
3175,FRA,DFW,10:55:00,3,03:50:00,14:45:00,3,AA71,AA,American Airlines,207370,241390,445489
3176,FRA,DFW,10:55:00,0,03:50:00,14:45:00,0,AA71,AA,American Airlines,207370,577000,1166590
3177,FRA,DFW,10:55:00,5,03:50:00,14:45:00,5,AA71,AA,American Airlines,207370,709797,1105663
3178,FRA,DFW,10:55:00,1,03:50:00,14:45:00,1,AA71,AA,American Airlines,207370,659445,446519
3179,FRA,DFW,10:55:00,4,03:50:00,14:45:00,4,AA71,AA,American Airlines,207553,243971,446519
3180,FRA,DFW,10:55:00,6,03:50:00,14:45:00,6,AA71,AA,American Airlines,207553,700893,446519
3181,FRA,DFW,10:55:00,1,03:50:00,14:45:00,1,IB4203,IB,Iberia Airways,208625,723652,447535
3182,FRA,DFW,10:55:00,6,03:50:00,14:45:00,6,IB4203,IB,Iberia Airways,208625,649428,447535
3183,FRA,DFW,10:55:00,3,03:50:00,14:45:00,3,IB4203,IB,Iberia Airways,208625,242320,446446
3184,FRA,DFW,10:55:00,0,03:50:00,14:45:00,0,IB4203,IB,Iberia Airways,208625,636638,1048097
3185,FRA,DFW,10:55:00,2,03:50:00,14:45:00,2,AA71,AA,American Airlines,209647,669641,446519
3186,FRA,DFW,10:55:00,4,03:50:00,14:45:00,4,AY5799,AY,Finnair,212163,725189,444481
3187,FRA,SAW,17:40:00,2,04:10:00,21:50:00,2,PC996,PC,Pegasus Airlines,16266,49482,95145
3188,FRA,SAW,14:45:00,2,04:10:00,18:55:00,2,PC994,PC,Pegasus Airlines,16266,41562,90688
3189,FRA,SAW,17:40:00,4,04:10:00,21:50:00,4,PC996,PC,Pegasus Airlines,18546,62181,105733
3190,FRA,SAW,17:40:00,0,04:10:00,21:50:00,0,PC996,PC,Pegasus Airlines,18546,56286,103284
3191,FRA,SAW,17:40:00,1,04:10:00,21:50:00,1,PC996,PC,Pegasus Airlines,18546,53673,86415
3192,FRA,SAW,14:45:00,1,04:10:00,18:55:00,1,PC994,PC,Pegasus Airlines,18546,53966,109297
3193,FRA,SAW,14:45:00,0,04:10:00,18:55:00,0,PC994,PC,Pegasus Airlines,18546,61712,82804
3194,FRA,SAW,14:05:00,2,03:55:00,18:00:00,2,TK7735,TK,Turkish Airlines,21368,65416,101926
3195,FRA,SAW,14:45:00,3,04:10:00,18:55:00,3,PC994,PC,Pegasus Airlines,21738,68332,91036
3196,FRA,SAW,17:40:00,3,04:10:00,21:50:00,3,PC996,PC,Pegasus Airlines,21738,60002,97416
3197,FRA,SAW,17:40:00,6,04:10:00,21:50:00,6,PC996,PC,Pegasus Airlines,21738,67631,126017
3198,FRA,SAW,17:40:00,5,04:10:00,21:50:00,5,PC996,PC,Pegasus Airlines,21738,65636,124513
3199,FRA,IST,09:05:00,2,03:55:00,13:00:00,2,LH1298,LH,Lufthansa,22140,71673,55200
3200,FRA,SAW,14:05:00,0,03:55:00,18:00:00,0,TK7735,TK,Turkish Airlines,24550,79798,141883
3201,FRA,SAW,14:05:00,1,03:55:00,18:00:00,1,TK7735,TK,Turkish Airlines,24550,64288,126168
3202,FRA,SAW,14:45:00,4,04:10:00,18:55:00,4,PC994,PC,Pegasus Airlines,24929,69123,147184
3203,FRA,SAW,14:45:00,6,04:10:00,18:55:00,6,PC994,PC,Pegasus Airlines,24929,86763,139600
3204,FRA,IST,07:15:00,0,04:10:00,11:25:00,0,TK1598,TK,Turkish Airlines,25187,75272,73250
3205,FRA,IST,21:55:00,1,04:10:00,02:05:00,2,TK1589,TK,Turkish Airlines,25187,63486,60298
3206,FRA,IST,21:55:00,2,04:10:00,02:05:00,3,TK1589,TK,Turkish Airlines,25187,83038,60298
3207,FRA,IST,18:50:00,2,04:05:00,22:55:00,2,TK1594,TK,Turkish Airlines,27048,92897,73597
3208,FRA,SAW,13:45:00,5,03:50:00,17:35:00,5,TK7735,TK,Turkish Airlines,27730,95814,163280
3209,FRA,SAW,14:05:00,6,03:55:00,18:00:00,6,TK7735,TK,Turkish Airlines,27730,85569,148568
3210,FRA,SAW,14:05:00,4,04:15:00,18:20:00,4,TK7735,TK,Turkish Airlines,27809,86379,147197
3211,FRA,IST,15:15:00,2,04:00:00,19:15:00,2,TK1592,TK,Turkish Airlines,28402,75342,60298
3212,FRA,DEL,20:20:00,3,11:55:00,08:15:00,4,UK26,UK,Vistara,58170,103181,200575
3213,FRA,DEL,20:20:00,1,11:55:00,08:15:00,2,UK26,UK,Vistara,58170,141857,200575
3214,FRA,DEL,20:20:00,5,11:55:00,08:15:00,6,UK26,UK,Vistara,59630,104295,216688
3215,FRA,DEL,21:15:00,2,11:15:00,08:30:00,3,AI120,AI,Air India,62458,166946,267032
3216,FRA,DEL,21:15:00,5,11:15:00,08:30:00,6,AI120,AI,Air India,62458,164627,232966
3217,FRA,DEL,21:15:00,6,11:15:00,08:30:00,0,AI120,AI,Air India,63029,177603,233376
3218,FRA,DEL,21:15:00,4,11:15:00,08:30:00,5,AI120,AI,Air India,64161,185197,234261
3219,FRA,DEL,13:40:00,2,11:15:00,00:55:00,3,LH760,LH,Lufthansa,65221,183597,220585
3220,FRA,DEL,21:15:00,3,11:15:00,08:30:00,4,AI120,AI,Air India,71743,212764,190987
3221,FRA,DEL,13:40:00,4,11:15:00,00:55:00,5,LH760,LH,Lufthansa,74766,183597,283158
3222,FRA,DEL,13:40:00,3,11:15:00,00:55:00,4,LH760,LH,Lufthansa,75019,183597,292304
3223,FRA,DEL,13:40:00,5,11:15:00,00:55:00,6,LH760,LH,Lufthansa,89209,183597,221874
3224,FRA,DEL,13:40:00,1,11:15:00,00:55:00,2,LH760,LH,Lufthansa,102445,182992,283158
3225,FRA,DEL,13:40:00,2,11:15:00,00:55:00,3,LH760,LH,Lufthansa,102445,183597,220585
3226,FRA,DEL,13:40:00,4,11:15:00,00:55:00,5,LH760,LH,Lufthansa,102445,183597,283158
3227,FRA,DEL,13:40:00,5,11:15:00,00:55:00,6,LH760,LH,Lufthansa,102445,183597,221874
3228,FRA,DEL,13:40:00,3,11:15:00,00:55:00,4,LH760,LH,Lufthansa,102445,183597,292304
3229,FRA,DEL,13:40:00,6,11:15:00,00:55:00,0,LH760,LH,Lufthansa,102445,183597,291391
3230,FRA,DEL,13:40:00,0,11:15:00,00:55:00,1,LH760,LH,Lufthansa,108614,182992,284284
3231,FRA,DEL,21:15:00,0,11:15:00,08:30:00,1,AI120,AI,Air India,114640,320712,191431
3232,FRA,DEL,13:40:00,0,11:15:00,00:55:00,1,LH760,LH,Lufthansa,119335,182992,284284
3233,FRA,DEL,21:15:00,1,11:15:00,08:30:00,2,AI120,AI,Air India,133443,353298,232966
3234,FRA,ICN,14:35:00,5,19:10:00,09:45:00,6,LH712,LH,Lufthansa,174283,502915,783717
3235,FRA,ICN,15:00:00,2,18:35:00,09:35:00,3,LH712,LH,Lufthansa,210854,701289,460346
3236,FRA,ICN,14:35:00,5,19:10:00,09:45:00,6,LH712,LH,Lufthansa,210854,707637,860817
3237,FRA,DEN,11:20:00,0,02:05:00,13:25:00,0,UA181,UA,United Airlines,137173,421588,524695
3238,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,UA181,UA,United Airlines,141566,436584,413246
3239,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,UA181,UA,United Airlines,145311,203459,446584
3240,FRA,DEN,11:20:00,6,02:05:00,13:25:00,6,UA181,UA,United Airlines,147508,208484,883967
3241,FRA,DEN,11:20:00,0,02:05:00,13:25:00,0,LH7586,LH,Lufthansa,148348,394572,660337
3242,FRA,DEN,11:20:00,2,02:05:00,13:25:00,2,LH7586,LH,Lufthansa,148385,467605,449510
3243,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,LH7586,LH,Lufthansa,148385,203459,595215
3244,FRA,DEN,13:15:00,6,02:55:00,16:10:00,6,LH446,LH,Lufthansa,148385,488238,635776
3245,FRA,DEN,13:15:00,2,02:55:00,16:10:00,2,LH446,LH,Lufthansa,148629,379741,449510
3246,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,UA181,UA,United Airlines,148975,203459,446584
3247,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,UA181,UA,United Airlines,148975,428985,413246
3248,FRA,DEN,11:20:00,2,02:05:00,13:25:00,2,UA181,UA,United Airlines,148975,401480,448468
3249,FRA,DEN,11:20:00,4,02:05:00,13:25:00,4,UA181,UA,United Airlines,149806,203459,352601
3250,FRA,DEN,13:15:00,2,02:55:00,16:10:00,2,LH446,LH,Lufthansa,150916,483474,449510
3251,FRA,DEN,11:20:00,5,02:05:00,13:25:00,5,LH7586,LH,Lufthansa,174371,557728,450291
3252,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,LH7586,LH,Lufthansa,174371,203459,456255
3253,FRA,DEN,11:20:00,4,02:05:00,13:25:00,4,LH7586,LH,Lufthansa,174371,203459,1030364
3254,FRA,DEN,11:20:00,6,02:05:00,13:25:00,6,LH7586,LH,Lufthansa,174371,605317,939364
3255,FRA,JFK,11:40:00,4,02:45:00,14:25:00,4,DE2016,DE,Condor,67742,195500,130331
3256,FRA,JFK,11:40:00,3,02:45:00,14:25:00,3,DE2016,DE,Condor,67811,169623,104426
3257,FRA,JFK,11:40:00,0,02:45:00,14:25:00,0,DE2016,DE,Condor,67811,211629,130331
3258,FRA,JFK,11:00:00,2,02:30:00,13:30:00,2,DL107,DL,Delta Airlines,79675,157005,366155
3259,FRA,JFK,11:40:00,5,02:45:00,14:25:00,5,DE2016,DE,Condor,79848,221597,130331
3260,FRA,JFK,11:40:00,6,02:45:00,14:25:00,6,DE2016,DE,Condor,79848,226249,355420
3261,FRA,JFK,08:35:00,0,02:35:00,11:10:00,0,SQ26,SQ,Singapore Airlines,101543,312807,353610
3262,FRA,JFK,08:35:00,3,02:35:00,11:10:00,3,SQ26,SQ,Singapore Airlines,101543,146199,244016
3263,FRA,JFK,08:35:00,2,02:35:00,11:10:00,2,SQ26,SQ,Singapore Airlines,102740,118265,279868
3264,FRA,JFK,08:35:00,4,02:35:00,11:10:00,4,SQ26,SQ,Singapore Airlines,109784,108753,244016
3265,FRA,JFK,08:35:00,1,02:35:00,11:10:00,1,SQ26,SQ,Singapore Airlines,109784,150775,326151
3266,FRA,JFK,11:00:00,3,02:30:00,13:30:00,3,DL107,DL,Delta Airlines,113799,388530,248792
3267,FRA,JFK,11:00:00,4,02:30:00,13:30:00,4,DL107,DL,Delta Airlines,117923,409909,335854
3268,FRA,JFK,17:10:00,2,02:55:00,20:05:00,2,LH404,LH,Lufthansa,120032,348675,494029
3269,FRA,JFK,17:10:00,3,02:55:00,20:05:00,3,LH404,LH,Lufthansa,120100,188693,365108
3270,FRA,JFK,11:00:00,6,02:35:00,13:35:00,6,LH400,LH,Lufthansa,120687,188693,390998
3271,FRA,JFK,11:00:00,2,02:35:00,13:35:00,2,LH400,LH,Lufthansa,125430,188693,595483
3272,FRA,SFO,13:35:00,1,02:35:00,16:10:00,1,UA59,UA,United Airlines,118043,406191,612752
3273,FRA,SFO,17:30:00,0,02:25:00,19:55:00,0,UA927,UA,United Airlines,140571,412031,578705
3274,FRA,SFO,17:30:00,4,02:25:00,19:55:00,4,UA927,UA,United Airlines,145015,466341,446619
3275,FRA,SFO,17:30:00,0,02:25:00,19:55:00,0,UA927,UA,United Airlines,145015,407991,755384
3276,FRA,SFO,13:35:00,3,02:35:00,16:10:00,3,LH9052,LH,Lufthansa,178910,458901,447655
3277,FRA,SFO,17:30:00,0,02:25:00,19:55:00,0,LH9126,LH,Lufthansa,194196,578503,1077972
3278,FRA,SFO,13:35:00,3,02:35:00,16:10:00,3,UA59,UA,United Airlines,251450,834203,446619
3279,FRA,MAD,20:55:00,0,02:35:00,23:30:00,0,LH1120,LH,Lufthansa,22664,75175,99102
3280,FRA,MAD,19:10:00,1,02:45:00,21:55:00,1,UX1506,UX,Air Europa,23941,75094,30081
3281,FRA,MAD,20:55:00,5,02:35:00,23:30:00,5,LH1120,LH,Lufthansa,24635,71556,29217
3282,FRA,MAD,19:10:00,0,02:45:00,21:55:00,0,UX1506,UX,Air Europa,26179,85556,118173
3283,FRA,MAD,06:30:00,6,02:50:00,09:20:00,6,IB8713,IB,Iberia Airways,27143,80199,33189
3284,FRA,MAD,12:10:00,1,02:50:00,15:00:00,1,IB8707,IB,Iberia Airways,27253,73166,40702
3285,FRA,MAD,20:55:00,6,02:35:00,23:30:00,6,LH1120,LH,Lufthansa,28496,78647,119310
3286,FRA,MAD,20:55:00,2,02:35:00,23:30:00,2,LH1120,LH,Lufthansa,29293,102193,29217
3287,FRA,MAD,17:15:00,2,02:35:00,19:50:00,2,LH1122,LH,Lufthansa,29562,74786,29217
3288,FRA,MAD,19:10:00,2,02:45:00,21:55:00,2,UX1506,UX,Air Europa,30189,78702,29997
3289,FRA,MAD,06:30:00,4,02:50:00,09:20:00,4,IB8713,IB,Iberia Airways,30547,93497,40702
3290,FRA,MAD,19:05:00,5,02:50:00,21:55:00,5,IB8711,IB,Iberia Airways,30547,86880,173864
3291,FRA,MAD,06:30:00,0,02:50:00,09:20:00,0,IB8713,IB,Iberia Airways,30547,106714,34321
3292,FRA,MAD,12:10:00,0,02:50:00,15:00:00,0,IB8707,IB,Iberia Airways,30547,86567,40878
3293,FRA,MAD,12:10:00,4,02:50:00,15:00:00,4,IB8707,IB,Iberia Airways,30547,93340,40702
3294,FRA,MAD,10:50:00,2,02:45:00,13:35:00,2,UX1502,UX,Air Europa,30816,90140,156934
3295,FRA,MAD,10:50:00,4,02:45:00,13:35:00,4,UX1502,UX,Air Europa,31195,97078,140079
3296,FRA,MAD,10:50:00,1,02:45:00,13:35:00,1,UX1502,UX,Air Europa,31195,93675,29710
3297,FRA,MAD,10:50:00,0,02:45:00,13:35:00,0,UX1502,UX,Air Europa,31195,86912,155882
3298,FRA,MAD,13:20:00,2,02:35:00,15:55:00,2,LH1114,LH,Lufthansa,31622,93878,29217
3299,FRA,LAS,15:40:00,5,02:15:00,17:55:00,5,LH4352,LH,Lufthansa,126290,422400,623930
3300,FRA,LAS,15:40:00,1,02:15:00,17:55:00,1,LH4352,LH,Lufthansa,126290,193788,710388
3301,FRA,LAS,10:00:00,3,02:15:00,12:15:00,3,LH4352,LH,Lufthansa,141186,193788,413099
3302,FRA,LAS,10:00:00,3,02:15:00,12:15:00,3,LH4352,LH,Lufthansa,151823,193788,413099
3303,FRA,LAS,13:05:00,0,02:15:00,15:20:00,0,LH4352,LH,Lufthansa,151823,491959,699910
3305,FRA,BCN,17:30:00,1,02:00:00,19:30:00,1,LH1136,LH,Lufthansa,22532,77611,51618
3306,FRA,BCN,16:05:00,0,02:00:00,18:05:00,0,LH1132,LH,Lufthansa,22663,69363,60562
3307,FRA,BCN,17:30:00,2,02:00:00,19:30:00,2,LH1136,LH,Lufthansa,23711,71730,51757
3308,FRA,BCN,07:30:00,0,02:00:00,09:30:00,0,LH1124,LH,Lufthansa,25449,84766,60562
3309,FRA,BCN,13:15:00,1,02:00:00,15:15:00,1,LH1128,LH,Lufthansa,25450,85921,70410
3310,FRA,BCN,11:00:00,0,02:00:00,13:00:00,0,LH1130,LH,Lufthansa,26846,73520,130619
3311,FRA,BCN,17:30:00,1,02:00:00,19:30:00,1,LH1136,LH,Lufthansa,27541,89134,51618
3312,FRA,BCN,16:05:00,1,02:00:00,18:05:00,1,LH1132,LH,Lufthansa,27541,79646,51757
