,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
3103,AMD,DEL,08:30:00,6,01:55:00,10:25:00,6,UK946,UK,Vistara,7929,9805,21879
3104,AMD,DEL,07:00:00,6,01:35:00,08:35:00,6,SG8194,SG,SpiceJet,8114,25479,45153
3105,AMD,DEL,06:45:00,2,01:35:00,08:20:00,2,UK926,UK,Vistara,8114,9018,20326
3106,AMD,DEL,06:45:00,1,01:35:00,08:20:00,1,UK926,UK,Vistara,8114,9018,24640
3107,AMD,DEL,06:45:00,5,01:35:00,08:20:00,5,UK926,UK,Vistara,8114,9018,22244
3108,AMD,DEL,06:45:00,3,01:35:00,08:20:00,3,UK926,UK,Vistara,8114,9018,20326
3109,AMD,DEL,06:45:00,0,01:35:00,08:20:00,0,UK926,UK,Vistara,8114,8845,24640
3110,AMD,DEL,20:30:00,1,01:40:00,22:10:00,1,UK966,UK,Vistara,8114,9978,26138
3111,AMD,DEL,21:10:00,3,01:40:00,22:50:00,3,SG922,SG,SpiceJet,8114,24735,42055
3112,AMD,DEL,21:10:00,4,01:40:00,22:50:00,4,SG922,SG,SpiceJet,8114,24366,33934
3113,AMD,DEL,06:05:00,5,01:40:00,07:45:00,5,SG8194,SG,SpiceJet,8114,26416,37404
3114,AMD,DEL,20:30:00,3,01:40:00,22:10:00,3,UK966,UK,Vistara,8114,9978,21824
3115,AMD,DEL,20:30:00,5,01:40:00,22:10:00,5,UK966,UK,Vistara,8114,9978,23742
3116,AMD,DEL,08:30:00,4,01:55:00,10:25:00,4,UK946,UK,Vistara,8114,9978,26138
3117,AMD,DEL,08:30:00,0,01:55:00,10:25:00,0,UK946,UK,Vistara,8114,11175,26138
3118,AMD,DEL,21:30:00,4,01:50:00,23:20:00,4,AI532,AI,Air India,8117,24161,21937
3119,AMD,DEL,21:30:00,5,01:50:00,23:20:00,5,AI532,AI,Air India,8117,25156,21937
3120,AMD,DEL,21:30:00,2,01:50:00,23:20:00,2,AI532,AI,Air India,8117,25587,41518
3121,AMD,BOM,22:10:00,0,01:05:00,23:15:00,0,UK956,UK,Vistara,6486,7760,31711
3122,AMD,BOM,22:10:00,5,01:05:00,23:15:00,5,UK956,UK,Vistara,6486,7760,17864
3123,AMD,BOM,05:05:00,5,01:10:00,06:15:00,5,UK918,UK,Vistara,6486,7588,17864
3124,AMD,BOM,05:05:00,0,01:10:00,06:15:00,0,UK918,UK,Vistara,6486,7760,13547
3125,AMD,BOM,08:25:00,5,01:15:00,09:40:00,5,UK936,UK,Vistara,6486,11056,31441
3126,AMD,BOM,22:10:00,3,01:05:00,23:15:00,3,UK956,UK,Vistara,6668,7760,22302
3127,AMD,BOM,22:10:00,6,01:05:00,23:15:00,6,UK956,UK,Vistara,6668,7760,17864
3128,AMD,BOM,22:10:00,2,01:05:00,23:15:00,2,UK956,UK,Vistara,6668,7760,30610
3129,AMD,BOM,22:10:00,1,01:05:00,23:15:00,1,UK956,UK,Vistara,6668,7760,13547
3130,AMD,BOM,05:05:00,6,01:10:00,06:15:00,6,UK918,UK,Vistara,6668,7760,17864
3131,AMD,BOM,05:05:00,2,01:10:00,06:15:00,2,UK918,UK,Vistara,6668,7760,13547
3132,AMD,BOM,05:05:00,3,01:10:00,06:15:00,3,UK918,UK,Vistara,6668,7760,13547
3133,AMD,BOM,05:05:00,1,01:10:00,06:15:00,1,UK918,UK,Vistara,6668,7760,13547
3134,AMD,BOM,05:05:00,4,01:10:00,06:15:00,4,UK918,UK,Vistara,6668,7760,17864
3135,AMD,BOM,08:25:00,0,01:15:00,09:40:00,0,UK936,UK,Vistara,6668,7760,13547
3136,AMD,BOM,08:25:00,3,01:15:00,09:40:00,3,UK936,UK,Vistara,6668,7760,29045
3137,AMD,BOM,08:25:00,4,01:15:00,09:40:00,4,UK936,UK,Vistara,6668,7760,26617
3138,AMD,BOM,08:25:00,1,01:15:00,09:40:00,1,UK936,UK,Vistara,6668,7760,13547
3139,AMD,BOM,08:25:00,2,01:15:00,09:40:00,2,UK936,UK,Vistara,6668,7760,13547
3140,AMD,BOM,08:25:00,6,01:15:00,09:40:00,6,UK936,UK,Vistara,6668,7760,17864
3141,AMD,BOM,20:45:00,3,01:20:00,22:05:00,3,AI638,AI,Air India,6671,22741,13648
3142,AMD,BOM,20:45:00,4,01:20:00,22:05:00,4,AI638,AI,Air India,6671,22988,30654
3143,AMD,BOM,20:45:00,1,01:20:00,22:05:00,1,AI638,AI,Air India,6671,22885,13648
3144,AMD,BOM,20:45:00,5,01:20:00,22:05:00,5,AI638,AI,Air India,6671,20196,14247
3145,AMD,BOM,20:45:00,0,01:20:00,22:05:00,0,AI638,AI,Air India,6671,20474,13648
3146,AMD,BLR,08:35:00,0,02:10:00,10:45:00,0,G8802,G8,Go First,9735,31565,43623
3147,AMD,BLR,08:35:00,2,02:10:00,10:45:00,2,G8802,G8,Go First,9735,32894,57347
3148,AMD,BLR,21:55:00,0,02:20:00,00:15:00,1,G8804,G8,Go First,9735,25173,58035
3149,AMD,BLR,21:55:00,2,02:20:00,00:15:00,3,G8804,G8,Go First,9735,32364,41583
3150,AMD,BLR,23:05:00,5,01:55:00,01:00:00,6,6E996,6E,IndiGo,9853,30128,40893
3151,AMD,BLR,23:05:00,2,01:55:00,01:00:00,3,6E996,6E,IndiGo,9853,31470,58704
3152,AMD,BLR,23:05:00,3,01:55:00,01:00:00,4,6E996,6E,IndiGo,9853,29102,49314
3153,AMD,BLR,23:05:00,4,01:55:00,01:00:00,5,6E996,6E,IndiGo,9853,29575,50786
3154,AMD,BLR,23:05:00,1,01:55:00,01:00:00,2,6E996,6E,IndiGo,9853,29389,39682
3155,AMD,BLR,23:05:00,6,01:55:00,01:00:00,0,6E996,6E,IndiGo,9853,32391,43628
3156,AMD,BLR,23:05:00,0,01:55:00,01:00:00,1,6E996,6E,IndiGo,9853,25658,53531
3157,AMD,BLR,08:35:00,3,02:10:00,10:45:00,3,G8802,G8,Go First,9853,30943,47229
3158,AMD,BLR,08:35:00,5,02:10:00,10:45:00,5,G8802,G8,Go First,9853,31213,46117
3159,AMD,BLR,15:00:00,3,02:15:00,17:15:00,3,6E758,6E,IndiGo,9853,33738,53534
3160,AMD,BLR,04:30:00,6,02:20:00,06:50:00,6,6E6422,6E,IndiGo,9853,29630,45883
3161,AMD,BLR,21:55:00,1,02:20:00,00:15:00,2,G8804,G8,Go First,9853,33155,44404
3162,AMD,BLR,07:40:00,2,02:20:00,10:00:00,2,6E823,6E,IndiGo,9853,29600,44271
3163,AMD,BLR,21:55:00,4,02:20:00,00:15:00,5,G8804,G8,Go First,9853,33960,49198
3164,AMD,BLR,21:55:00,5,02:20:00,00:15:00,6,G8804,G8,Go First,9853,32960,57583
3165,AMD,BLR,07:40:00,3,02:20:00,10:00:00,3,6E823,6E,IndiGo,9853,28591,58040
3166,AMD,BLR,04:30:00,5,02:20:00,06:50:00,5,6E6422,6E,IndiGo,9853,33688,58865
3167,AMD,BLR,07:40:00,4,02:20:00,10:00:00,4,6E823,6E,IndiGo,9853,30508,46096
3168,AMD,BLR,21:55:00,3,02:20:00,00:15:00,4,G8804,G8,Go First,9853,28519,56513
3169,AMD,BLR,04:30:00,2,02:20:00,06:50:00,2,6E6422,6E,IndiGo,9853,30598,42299
3170,AMD,BLR,07:40:00,6,02:20:00,10:00:00,6,6E823,6E,IndiGo,9853,26750,40022
3171,AMD,MAA,06:55:00,3,02:15:00,09:10:00,3,6.00E+299,6E,IndiGo,11174,34542,64922
3172,AMD,MAA,06:55:00,6,02:15:00,09:10:00,6,6.00E+299,6E,IndiGo,11174,32829,58660
3173,AMD,MAA,06:55:00,4,02:15:00,09:10:00,4,6.00E+299,6E,IndiGo,11174,36758,58390
3174,AMD,MAA,21:50:00,0,02:20:00,00:10:00,1,6E895,6E,IndiGo,11174,34422,64948
3175,AMD,MAA,21:50:00,4,02:20:00,00:10:00,5,6E895,6E,IndiGo,11174,33608,54920
3176,AMD,MAA,21:50:00,6,02:20:00,00:10:00,0,6E895,6E,IndiGo,11174,34770,59472
3177,AMD,MAA,21:50:00,2,02:20:00,00:10:00,3,6E895,6E,IndiGo,11174,37972,50572
3178,AMD,MAA,21:50:00,5,02:20:00,00:10:00,6,6E895,6E,IndiGo,11174,34887,57942
3179,AMD,MAA,21:50:00,1,02:20:00,00:10:00,2,6E895,6E,IndiGo,11174,30286,54728
3180,AMD,MAA,15:05:00,0,02:25:00,17:30:00,0,6E6796,6E,IndiGo,11174,30840,47407
3181,AMD,MAA,15:05:00,1,02:25:00,17:30:00,1,6E6796,6E,IndiGo,11174,34306,46251
3182,AMD,MAA,15:05:00,5,02:25:00,17:30:00,5,6E6796,6E,IndiGo,11174,33022,53619
3183,AMD,MAA,15:05:00,3,02:25:00,17:30:00,3,6E6796,6E,IndiGo,11174,33241,53716
3184,AMD,MAA,15:05:00,4,02:25:00,17:30:00,4,6E6796,6E,IndiGo,11174,30555,46830
3185,AMD,MAA,15:00:00,6,02:30:00,17:30:00,6,6E6796,6E,IndiGo,11174,32931,57386
3186,AMD,MAA,06:55:00,1,02:15:00,09:10:00,1,6.00E+299,6E,IndiGo,12140,36967,72131
3187,AMD,MAA,06:55:00,2,02:15:00,09:10:00,2,6.00E+299,6E,IndiGo,12140,31617,72437
3188,AMD,MAA,06:55:00,5,02:15:00,09:10:00,5,6.00E+299,6E,IndiGo,13106,43575,75665
3189,AMD,MAA,06:55:00,0,02:15:00,09:10:00,0,6.00E+299,6E,IndiGo,18057,51938,103529
3190,AMD,MAA,21:50:00,3,02:20:00,00:10:00,4,6E895,6E,IndiGo,18057,48247,82282
3191,AMD,COK,10:45:00,3,02:30:00,13:15:00,3,6E644,6E,IndiGo,8488,28343,34150
3192,AMD,COK,10:45:00,4,02:30:00,13:15:00,4,6E644,6E,IndiGo,9318,25349,51827
3193,AMD,COK,10:40:00,6,02:30:00,13:10:00,6,6E644,6E,IndiGo,9318,31622,46353
3194,AMD,COK,10:40:00,2,02:30:00,13:10:00,2,6E644,6E,IndiGo,9674,29987,40603
3195,AMD,COK,10:45:00,5,02:30:00,13:15:00,5,6E644,6E,IndiGo,10149,31067,46466
3196,AMD,HYD,22:45:00,5,01:45:00,00:30:00,6,6E383,6E,IndiGo,8221,27134,38510
3197,AMD,HYD,22:45:00,3,01:45:00,00:30:00,4,6E383,6E,IndiGo,8221,26751,38042
3198,AMD,HYD,22:45:00,1,01:45:00,00:30:00,2,6E383,6E,IndiGo,8454,26655,35960
3199,AMD,HYD,09:00:00,6,01:35:00,10:35:00,6,6E581,6E,IndiGo,8688,28997,51523
3200,AMD,HYD,22:45:00,0,01:45:00,00:30:00,1,6E383,6E,IndiGo,8688,27893,48247
3201,AMD,HYD,15:50:00,4,01:45:00,17:35:00,4,6E6594,6E,IndiGo,8921,25643,53328
3202,AMD,HYD,22:45:00,2,01:45:00,00:30:00,3,6E383,6E,IndiGo,8921,29028,50507
3203,AMD,HYD,09:00:00,4,01:35:00,10:35:00,4,6E581,6E,IndiGo,9620,33519,55385
3204,AMD,HYD,09:00:00,5,01:35:00,10:35:00,5,6E581,6E,IndiGo,9620,30474,48300
3205,AMD,HYD,09:00:00,2,01:35:00,10:35:00,2,6E581,6E,IndiGo,9620,26962,48846
3206,AMD,HYD,15:50:00,6,01:45:00,17:35:00,6,6E6594,6E,IndiGo,9620,29682,52160
3207,AMD,HYD,15:50:00,5,01:45:00,17:35:00,5,6E6594,6E,IndiGo,9620,30915,56955
3208,AMD,HYD,09:00:00,3,01:35:00,10:35:00,3,6E581,6E,IndiGo,10086,33236,57509
3209,AMD,HYD,15:50:00,2,01:45:00,17:35:00,2,6E6594,6E,IndiGo,10086,32481,57740
3210,AMD,HYD,15:50:00,3,01:45:00,17:35:00,3,6E6594,6E,IndiGo,10086,34132,46937
3211,AMD,HYD,15:50:00,1,01:45:00,17:35:00,1,6E6594,6E,IndiGo,10552,32985,46679
3212,AMD,HYD,22:45:00,4,01:45:00,00:30:00,5,6E383,6E,IndiGo,11019,33151,53611
3213,AMD,HYD,15:50:00,0,01:45:00,17:35:00,0,6E6594,6E,IndiGo,11019,34143,56678
3214,AMD,HYD,09:00:00,0,01:35:00,10:35:00,0,6E581,6E,IndiGo,12067,41467,50760
3215,AMD,HYD,09:00:00,1,01:35:00,10:35:00,1,6E581,6E,IndiGo,13000,42124,55758
3216,AMD,HYD,22:45:00,6,01:45:00,00:30:00,0,6E383,6E,IndiGo,14165,44686,75607
3217,AMD,CCU,05:55:00,0,02:40:00,08:35:00,0,G8532,G8,Go First,10086,31731,58689
3218,AMD,CCU,09:00:00,5,02:25:00,11:25:00,5,6E751,6E,IndiGo,10208,25855,50159
3219,AMD,CCU,09:00:00,2,02:25:00,11:25:00,2,6E751,6E,IndiGo,10208,34188,58211
3220,AMD,CCU,09:00:00,6,02:25:00,11:25:00,6,6E751,6E,IndiGo,10208,34607,57164
3221,AMD,CCU,09:00:00,1,02:25:00,11:25:00,1,6E751,6E,IndiGo,10208,35085,49105
3222,AMD,CCU,09:00:00,4,02:25:00,11:25:00,4,6E751,6E,IndiGo,10208,28960,42976
3223,AMD,CCU,09:00:00,3,02:25:00,11:25:00,3,6E751,6E,IndiGo,10208,31132,54515
3224,AMD,CCU,19:35:00,2,02:40:00,22:15:00,2,6E6367,6E,IndiGo,10208,26633,51301
3225,AMD,CCU,19:35:00,6,02:40:00,22:15:00,6,6E6367,6E,IndiGo,10208,31034,54670
3226,AMD,CCU,05:55:00,6,02:40:00,08:35:00,6,G8532,G8,Go First,10208,30150,57429
3227,AMD,CCU,19:35:00,4,02:40:00,22:15:00,4,6E6367,6E,IndiGo,10208,30973,46391
3228,AMD,CCU,05:55:00,4,02:40:00,08:35:00,4,G8532,G8,Go First,10208,33095,55525
3229,AMD,CCU,19:35:00,1,02:40:00,22:15:00,1,6E6367,6E,IndiGo,10208,30119,44045
3230,AMD,CCU,05:55:00,5,02:40:00,08:35:00,5,G8532,G8,Go First,10208,30389,47855
3231,AMD,CCU,05:55:00,1,02:40:00,08:35:00,1,G8532,G8,Go First,10208,27384,43284
3232,AMD,CCU,19:35:00,5,02:40:00,22:15:00,5,6E6367,6E,IndiGo,10208,27606,42319
3233,AMD,CCU,05:55:00,3,02:40:00,08:35:00,3,G8532,G8,Go First,10208,26376,58630
3234,AMD,CCU,19:35:00,3,02:40:00,22:15:00,3,6E6367,6E,IndiGo,10208,32658,42361
3235,AMD,CCU,06:10:00,1,02:50:00,09:00:00,1,6E966,6E,IndiGo,10208,34595,51973
3236,AMD,CCU,06:10:00,2,02:50:00,09:00:00,2,6E966,6E,IndiGo,10208,28342,57265
3237,AMD,CCU,06:10:00,5,02:50:00,09:00:00,5,6E966,6E,IndiGo,10208,27696,59199
3238,AMD,CCU,06:10:00,4,02:50:00,09:00:00,4,6E966,6E,IndiGo,10208,33634,47726
3239,AMD,CCU,06:10:00,6,02:50:00,09:00:00,6,6E966,6E,IndiGo,10208,32717,44900
3240,AMD,CCU,06:10:00,0,02:50:00,09:00:00,0,6E966,6E,IndiGo,10208,30716,48564
3241,AMD,CCU,06:10:00,3,02:50:00,09:00:00,3,6E966,6E,IndiGo,10208,35278,43901
3242,AMD,JAI,06:50:00,2,01:35:00,08:25:00,2,SG2975,SG,SpiceJet,6549,20700,28542
3243,AMD,JAI,06:50:00,6,01:35:00,08:25:00,6,SG2975,SG,SpiceJet,6549,20053,36651
3244,AMD,JAI,05:25:00,2,01:35:00,07:00:00,2,6E7114,6E,IndiGo,6939,19781,40612
3245,AMD,JAI,05:25:00,6,01:35:00,07:00:00,6,6E7114,6E,IndiGo,6939,21743,27767
3246,AMD,JAI,05:25:00,5,01:35:00,07:00:00,5,6E7114,6E,IndiGo,6939,20328,31869
3247,AMD,JAI,05:25:00,0,01:35:00,07:00:00,0,6E7114,6E,IndiGo,7172,24892,33556
3248,AMD,JAI,05:25:00,1,01:35:00,07:00:00,1,6E7114,6E,IndiGo,7172,23283,34756
3249,AMD,JAI,05:25:00,4,01:35:00,07:00:00,4,6E7114,6E,IndiGo,7172,22866,28693
3250,AMD,JAI,05:25:00,3,01:35:00,07:00:00,3,6E7114,6E,IndiGo,7639,26358,31055
3251,AMD,JAI,06:50:00,0,01:35:00,08:25:00,0,SG2975,SG,SpiceJet,7832,25705,46764
3252,AMD,JAI,15:10:00,0,01:40:00,16:50:00,0,6E7274,6E,IndiGo,8105,24711,33241
3253,AMD,JAI,15:20:00,2,01:30:00,16:50:00,2,6E7274,6E,IndiGo,9503,30001,43832
3254,AMD,JAI,15:10:00,1,01:40:00,16:50:00,1,6E7274,6E,IndiGo,9503,26272,50267
3255,AMD,JAI,15:10:00,5,01:40:00,16:50:00,5,6E7274,6E,IndiGo,9503,30161,56181
3256,AMD,JAI,15:10:00,4,01:40:00,16:50:00,4,6E7274,6E,IndiGo,11484,38343,46207
3257,AMD,JAI,06:50:00,5,01:35:00,08:25:00,5,SG2975,SG,SpiceJet,12377,42592,60516
3258,AMD,GOI,05:40:00,6,01:40:00,07:20:00,6,SG353,SG,SpiceJet,7262,21220,35477
3259,AMD,GOI,05:40:00,0,01:40:00,07:20:00,0,SG353,SG,SpiceJet,7973,24058,41617
3260,AMD,GOI,05:40:00,1,01:40:00,07:20:00,1,SG353,SG,SpiceJet,7973,26036,34947
3261,AMD,GOI,05:40:00,2,01:40:00,07:20:00,2,SG353,SG,SpiceJet,7973,25745,37538
3262,AMD,GOI,18:35:00,1,01:45:00,20:20:00,1,G81913,G8,Go First,8250,26402,35929
3263,AMD,GOI,18:35:00,0,01:45:00,20:20:00,0,G81913,G8,Go First,8250,22368,38039
3264,AMD,GOI,22:55:00,6,01:30:00,00:25:00,0,6E6954,6E,IndiGo,8369,23306,47419
3265,AMD,GOI,22:55:00,5,01:30:00,00:25:00,6,6E6954,6E,IndiGo,8369,26360,36283
3266,AMD,GOI,13:05:00,0,01:40:00,14:45:00,0,6E367,6E,IndiGo,8369,24204,33625
3267,AMD,GOI,13:05:00,5,01:40:00,14:45:00,5,6E367,6E,IndiGo,8369,23627,41139
3268,AMD,GOI,13:05:00,6,01:40:00,14:45:00,6,6E367,6E,IndiGo,8369,24646,43464
3269,AMD,GOI,20:55:00,2,01:40:00,22:35:00,2,6E6323,6E,IndiGo,8369,25738,34162
3270,AMD,GOI,20:55:00,0,01:40:00,22:35:00,0,6E6323,6E,IndiGo,8369,22907,43635
3271,AMD,GOI,13:05:00,1,01:40:00,14:45:00,1,6E367,6E,IndiGo,8369,27456,39551
3272,AMD,GOI,18:35:00,6,01:45:00,20:20:00,6,G81913,G8,Go First,8369,27866,42527
3273,AMD,GOI,18:35:00,2,01:45:00,20:20:00,2,G81913,G8,Go First,8369,23022,42881
3274,AMD,GOI,18:35:00,3,01:45:00,20:20:00,3,G81913,G8,Go First,8369,23207,37552
3275,AMD,GOI,18:35:00,4,01:45:00,20:20:00,4,G81913,G8,Go First,8369,21277,34156
3276,AMD,GOI,18:35:00,5,01:45:00,20:20:00,5,G81913,G8,Go First,8369,27288,42803
3277,AMD,GOI,05:00:00,6,02:05:00,07:05:00,6,G8415,G8,Go First,8369,24739,37164
3278,AMD,GOI,05:40:00,3,01:40:00,07:20:00,3,SG353,SG,SpiceJet,9635,24091,54467
3279,AMD,GOI,05:40:00,4,01:40:00,07:20:00,4,SG353,SG,SpiceJet,12957,37252,57984
3280,AMD,GOI,13:05:00,4,01:40:00,14:45:00,4,6E367,6E,IndiGo,16438,55284,76911
3281,AMD,GOI,13:05:00,3,01:40:00,14:45:00,3,6E367,6E,IndiGo,16438,56850,93624
3282,AMD,LKO,18:45:00,2,01:50:00,20:35:00,2,6E935,6E,IndiGo,8517,29029,41105
3283,AMD,LKO,18:45:00,5,01:50:00,20:35:00,5,6E935,6E,IndiGo,8517,24297,37524
3284,AMD,LKO,18:45:00,4,01:50:00,20:35:00,4,6E935,6E,IndiGo,8517,21592,50700
3285,AMD,LKO,18:45:00,3,01:50:00,20:35:00,3,6E935,6E,IndiGo,8517,26059,47304
3286,AMD,LKO,18:45:00,1,01:50:00,20:35:00,1,6E935,6E,IndiGo,8517,23486,42837
3287,AMD,LKO,18:45:00,0,01:50:00,20:35:00,0,6E935,6E,IndiGo,8517,29663,49829
3288,AMD,LKO,18:45:00,6,01:50:00,20:35:00,6,6E935,6E,IndiGo,8517,23494,38978
3289,AMD,LKO,07:20:00,0,01:55:00,09:15:00,0,6E6244,6E,IndiGo,8517,26632,48845
3290,AMD,LKO,07:20:00,6,01:55:00,09:15:00,6,6E6244,6E,IndiGo,8517,22980,49436
3291,AMD,LKO,07:20:00,3,01:55:00,09:15:00,3,6E6244,6E,IndiGo,8517,28340,35120
3292,AMD,LKO,07:20:00,4,01:55:00,09:15:00,4,6E6244,6E,IndiGo,8517,27155,34441
3293,AMD,LKO,07:20:00,2,01:55:00,09:15:00,2,6E6244,6E,IndiGo,8517,27175,38267
3294,AMD,LKO,07:20:00,5,01:55:00,09:15:00,5,6E6244,6E,IndiGo,8517,22899,46926
3295,AMD,LKO,07:20:00,1,01:55:00,09:15:00,1,6E6244,6E,IndiGo,8517,24631,47098
3296,AMD,PNQ,05:55:00,6,01:30:00,07:25:00,6,SG1077,SG,SpiceJet,6667,16670,34187
3297,AMD,PNQ,05:55:00,0,01:30:00,07:25:00,0,SG1077,SG,SpiceJet,6667,18048,27497
3298,AMD,PNQ,05:55:00,1,01:30:00,07:25:00,1,SG1077,SG,SpiceJet,6667,22589,35011
3299,AMD,PNQ,05:55:00,4,01:30:00,07:25:00,4,SG1077,SG,SpiceJet,6667,19081,28247
3300,AMD,PNQ,05:55:00,5,01:30:00,07:25:00,5,SG1077,SG,SpiceJet,6667,17737,31936
3301,AMD,PNQ,20:35:00,5,01:35:00,22:10:00,5,SG1084,SG,SpiceJet,6667,21880,31930
3302,AMD,PNQ,20:35:00,4,01:35:00,22:10:00,4,SG1084,SG,SpiceJet,6667,19532,37434
3303,AMD,PNQ,20:35:00,6,01:35:00,22:10:00,6,SG1084,SG,SpiceJet,6667,19505,34021
3304,AMD,PNQ,03:15:00,0,01:10:00,04:25:00,0,6E6335,6E,IndiGo,6939,17492,34996
3305,AMD,PNQ,20:35:00,3,01:35:00,22:10:00,3,SG1084,SG,SpiceJet,7025,23610,34341
3306,AMD,PNQ,14:00:00,3,01:05:00,15:05:00,3,6E522,6E,IndiGo,7064,19652,34250
3307,AMD,PNQ,14:00:00,4,01:05:00,15:05:00,4,6E522,6E,IndiGo,7064,19494,40812
3308,AMD,PNQ,14:00:00,1,01:05:00,15:05:00,1,6E522,6E,IndiGo,7064,18711,36714
3309,AMD,PNQ,14:00:00,0,01:05:00,15:05:00,0,6E522,6E,IndiGo,7064,19485,37449
3310,AMD,PNQ,03:15:00,4,01:10:00,04:25:00,4,6E6335,6E,IndiGo,7064,24108,31438
3311,AMD,PNQ,03:15:00,1,01:10:00,04:25:00,1,6E6335,6E,IndiGo,7064,24075,33342
3312,AMD,PNQ,03:15:00,3,01:10:00,04:25:00,3,6E6335,6E,IndiGo,7064,22235,39343
3313,AMD,PNQ,03:15:00,6,01:10:00,04:25:00,6,6E6335,6E,IndiGo,7064,18962,39705
3314,AMD,PNQ,03:15:00,2,01:10:00,04:25:00,2,6E6335,6E,IndiGo,7064,19276,31445
3315,AMD,PNQ,03:15:00,5,01:10:00,04:25:00,5,6E6335,6E,IndiGo,7064,19954,28904
3316,AMD,PNQ,20:50:00,1,01:15:00,22:05:00,1,6E794,6E,IndiGo,7064,24183,42029
3317,AMD,PNQ,20:50:00,6,01:15:00,22:05:00,6,6E794,6E,IndiGo,7064,19555,30901
3318,AMD,PNQ,20:50:00,0,01:15:00,22:05:00,0,6E794,6E,IndiGo,7064,23347,29118
3319,AMD,PNQ,20:50:00,2,01:15:00,22:05:00,2,6E794,6E,IndiGo,7064,21143,30369
3320,AMD,PNQ,20:50:00,5,01:15:00,22:05:00,5,6E794,6E,IndiGo,7064,21655,34700
3321,AMD,IXB,10:00:00,6,02:25:00,12:25:00,6,SG595,SG,SpiceJet,7810,25148,33568
3322,AMD,ATQ,19:10:00,6,02:25:00,21:35:00,6,SG3790,SG,SpiceJet,7046,22737,39655
3323,AMD,ATQ,19:10:00,3,02:25:00,21:35:00,3,SG3790,SG,SpiceJet,7337,22823,34017
3324,AMD,ATQ,19:10:00,2,02:25:00,21:35:00,2,SG3790,SG,SpiceJet,9435,29817,43627
3325,AMD,NAG,05:10:00,1,02:05:00,07:15:00,1,6E7207,6E,IndiGo,6592,16739,31339
3326,AMD,NAG,05:10:00,6,02:05:00,07:15:00,6,6E7207,6E,IndiGo,6865,21596,32059
3327,AMD,NAG,15:15:00,6,01:50:00,17:05:00,6,6E7197,6E,IndiGo,7161,18870,30166
3328,AMD,NAG,05:10:00,4,02:05:00,07:15:00,4,6E7207,6E,IndiGo,7161,21687,34528
3329,AMD,NAG,05:10:00,3,02:05:00,07:15:00,3,6E7207,6E,IndiGo,7161,19649,37206
3330,AMD,NAG,05:10:00,2,02:05:00,07:15:00,2,6E7207,6E,IndiGo,7161,23075,39845
3331,AMD,NAG,15:15:00,4,01:50:00,17:05:00,4,6E7197,6E,IndiGo,7482,24103,43984
3332,AMD,NAG,15:15:00,3,01:50:00,17:05:00,3,6E7197,6E,IndiGo,7482,22717,35758
3333,AMD,NAG,05:10:00,5,02:05:00,07:15:00,5,6E7207,6E,IndiGo,7482,20930,31931
3334,AMD,NAG,15:15:00,5,01:50:00,17:05:00,5,6E7197,6E,IndiGo,8201,26214,33493
3335,AMD,NAG,05:10:00,0,02:05:00,07:15:00,0,6E7207,6E,IndiGo,8201,22582,39305
3336,AMD,NAG,15:05:00,2,02:00:00,17:05:00,2,6E7197,6E,IndiGo,8597,22592,43540
3337,AMD,NAG,15:15:00,1,01:50:00,17:05:00,1,6E7197,6E,IndiGo,9934,32183,42512
3338,AMD,NAG,15:15:00,0,01:50:00,17:05:00,0,6E7197,6E,IndiGo,10429,26874,56145
3339,AMD,IXC,05:35:00,0,02:05:00,07:40:00,0,G8911,G8,Go First,8250,23887,45082
3340,AMD,IXC,08:10:00,3,01:30:00,09:40:00,3,6E6053,6E,IndiGo,8369,26968,40038
3341,AMD,IXC,08:10:00,4,01:30:00,09:40:00,4,6E6053,6E,IndiGo,8369,27885,41212
3342,AMD,IXC,08:10:00,0,01:30:00,09:40:00,0,6E6053,6E,IndiGo,8369,24387,46055
3343,AMD,IXC,08:10:00,1,01:30:00,09:40:00,1,6E6053,6E,IndiGo,8369,28206,46314
3344,AMD,IXC,08:10:00,5,01:30:00,09:40:00,5,6E6053,6E,IndiGo,8369,27437,35879
3345,AMD,IXC,05:35:00,1,02:05:00,07:40:00,1,G8911,G8,Go First,8369,28608,36962
3346,AMD,IXC,05:35:00,2,02:05:00,07:40:00,2,G8911,G8,Go First,8369,25927,34819
3347,AMD,IXC,05:35:00,5,02:05:00,07:40:00,5,G8911,G8,Go First,8369,28274,35921
3348,AMD,IXC,05:35:00,4,02:05:00,07:40:00,4,G8911,G8,Go First,8369,26489,35257
3349,AMD,IXC,05:35:00,3,02:05:00,07:40:00,3,G8911,G8,Go First,8369,28716,35633
3350,AMD,IDR,05:45:00,5,01:25:00,07:10:00,5,6E7173,6E,IndiGo,4573,14097,19664
3351,AMD,IDR,05:45:00,4,01:25:00,07:10:00,4,6E7173,6E,IndiGo,4573,14581,25072
3352,AMD,IDR,05:45:00,3,01:25:00,07:10:00,3,6E7173,6E,IndiGo,4691,15179,27202
3353,AMD,IDR,05:45:00,6,01:25:00,07:10:00,6,6E7173,6E,IndiGo,4810,12663,20892
3354,AMD,IDR,05:45:00,2,01:25:00,07:10:00,2,6E7173,6E,IndiGo,4928,13113,21700
